,ID,none_sent,lm_sent,none_pred,LM_pred,true
140532,de18284a-903f-4f11-b9ad-727c8346b739,"in  1998  ,  the  series  returned  to  the  bbc  on  the  radio  . ","in  1998  ,  the  series  returned  to  the  bbc  on  the  radio  . the british broadcasting corporation  is the national broadcaster of the united kingdom, based at broadcasting house in london. it is the world's oldest national broadcaster, and the largest broadcaster in the world by number of employees, employing over 22,000 staff in total, of whom approximately 19,000 are in public-sector broadcasting.the bbc is established under a royal charter and operates under its agreement with the secretary of state for digital, culture, media and sport.",O O O O O O O O B-CORP I-CW I-CW I-CW O,O O O O O O O O B-CORP O O O O,O O O O O O O O B-CORP O O O O
65757,3fb1c166-5028-457b-9ab8-b7834efbc57c,francis  george  left  the  party  and  joined  in  kerala  congress  . ,"francis  george  left  the  party  and  joined  in  kerala  congress  . francis eugene george   was an american prelate of the catholic church. he was the eighth archbishop of chicago in illinois  and previously served as bishop of the diocese of yakima and archbishop of portland. a congress is a formal meeting of the representatives of different countries, constituent states, organizations, trade unions, political parties, or other groups. the term originated in late middle english to denote an encounter  during battle, from the latin congressus.",B-PER I-PER O O O O O O B-LOC I-GRP O,B-PER I-PER O O O O O O B-GRP I-GRP O,B-PER I-PER O O O O O O B-GRP I-GRP O
65335,b31ab33f-7e5a-4170-9205-be0460c11f00,july  14  denmark  vesey  planned  slave  rebellion  in  charleston  is  suppressed  (  known  also  as  the  vesey  conspiracy  )  . ,"july  14  denmark  vesey  planned  slave  rebellion  in  charleston  is  suppressed  (  known  also  as  the  vesey  conspiracy  )  . charleston most commonly refers to:charleston, south carolinacharleston, west virginia, the state capitalcharleston charleston may also refer to: denmark  is a nordic country in northern europe. it is the most populous and politically central constituent of the kingdom of denmark, a constitutionally unitary state that includes the autonomous territories of the faroe islands and greenland in the north atlantic ocean.",O O B-LOC I-PER O O O O B-LOC O O O O O O O O O O O,O O B-PER I-PER O O O O B-LOC O O O O O O O O O O O,O O B-PER I-PER O O O O B-LOC O O O O O O O O O O O
163456,62b53c37-d3b0-495f-b3d3-512d7c1d0e64,gangrel  google  alex  jennings ,"gangrel  google  alex  jennings alex michael jennings  is an english actor of the stage and screen, who worked extensively with the royal shakespeare company and national theatre. for his work on the london stage, jennings received three olivier awards, winning for too clever by half , peer gynt , and my fair lady . david william heath  is an american semi-retired  professional wrestler. he is best known for his appearances in the world wrestling federation  from 1998 to 2001 and intermittently throughout the mid-2000s under the ring name gangrel.",B-CW I-CW B-PER I-PER,B-PER O B-PER I-PER,B-PER O B-PER I-PER
162158,6f8e4152-7565-4825-9ec2-b3d20d96bbe4,civil  rights  movement  jon  jacobs ,"civil  rights  movement  jon  jacobs jon jacobs  is an english actor, entrepreneur, director, producer, writer, and creator of the avatar neverdie from the virtual world entropia universe that reuters described as ""a legendary adventurer, celebrity, and fabulously wealthy entrepreneur in the online world of entropia"". the associated press described neverdie as an ""internet icon"".as a film actor, director and producer jacobs is best known for films such as the girl with the hungry eyes, lucinda's spell, charlotte sometimes, hey dj, and revoloution.",B-GRP I-GRP I-GRP B-PER I-PER,O O O B-PER I-PER,O O O B-PER I-PER
36805,33351c4f-4c02-40b8-827b-1b3a5089b26b,20px  20px  switzerland  (  rakusa  )  and  austria  (  gauß  ) ,"20px  20px  switzerland  (  rakusa  )  and  austria  (  gauß  ) switzerland, officially the swiss confederation, is a landlocked country located at the confluence of western, central and southern europe. it is bordered by italy to the south, france to the west, germany to the north and austria and liechtenstein to the east. austria, formally the republic of austria, is a country in the southern part of central europe, lying in the eastern alps. it is a federation of nine states, one of which is the capital, vienna, the most populous city and state.",O O B-LOC O B-CORP O O B-LOC O B-CORP O,O O B-LOC O O O O B-LOC O O O,O O B-LOC O O O O B-LOC O O O
2601,b0d6838c-7a56-40f1-9deb-2f38b13eca8c,equipe  nationale  belge  the  movie ,"equipe  nationale  belge  the  movie ecurie nationale belge  was a formula one and sportscar racing team in the 1950s and 1960s, which was formed through a merger of jacques swaters' ecurie francorchamps and johnny claes' ecurie belge. in formula one, the team used a variety of different chassis through the years: ferrari, cooper, lotus, emeryson as well as a car of their own construction, the enb, which participated in a single world championship grand prix, the 1962 german grand prix and was designed by one of the teams co-founder's jacques coune.",B-GRP I-GRP I-GRP B-CW I-CW,B-GRP I-GRP I-GRP O O,B-GRP I-GRP I-GRP O O
60866,e68e8998-4f67-4d75-9697-626d3e48da0f,"december  27  –  cyrus  s.  eaton  ,  president  of  the  chesapeake  and  ohio  railway  in  the  1950s  (  d  .  1979  )  . ","december  27  –  cyrus  s.  eaton  ,  president  of  the  chesapeake  and  ohio  railway  in  the  1950s  (  d  .  1979  )  . chesapeake often refers to:chesapeake people, a native american tribe also known as the chesepianchesapeake baydelmarva peninsula, also known as the chesapeake peninsulachesapeake may also refer to: ohio  is a state in the midwestern region of the united states. of the fifty u.s. states, it is the 34th-largest by area, and with a population of nearly 11.8 million, is the seventh-most populous and tenth-most densely populated.",O O O B-PER I-PER I-PER O O O O B-GRP I-GRP I-GRP I-GRP O O O O O O O O O,O O O B-PER I-PER I-PER O O O O B-CORP I-CORP I-CORP I-CORP O O O O O O O O O,O O O B-PER I-PER I-PER O O O O B-CORP I-CORP I-CORP I-CORP O O O O O O O O O
89908,975d463d-9ab6-4cd4-9b9c-585fa1186082,the  first  description  of  a  modern  cuckoo  clock  was  by  the  augsburg  nobleman  philipp  hainhofer  in  1629  . ,"the  first  description  of  a  modern  cuckoo  clock  was  by  the  augsburg  nobleman  philipp  hainhofer  in  1629  . augsburg  is a city in swabia, bavaria, germany, around 50 kilometres  west of bavarian capital munich. it is a university town and regional seat of the regierungsbezirk schwaben with an impressive altstadt . philipp hainhofer  was a merchant, banker, diplomat and art collector in augsburg. he is remembered, among other things, for the curiosity cabinets  which he created with the assistance of a large number of augsburg artisans.",O O O O O O O O O O O B-LOC O B-PER I-PER O O O,O O O O O O B-PROD I-PROD O O O B-LOC O B-PER I-PER O O O,O O O O O O B-PROD I-PROD O O O B-LOC O B-PER I-PER O O O
3686,e9d47e39-59b2-4f35-b185-dac3f28e9582,tsm  managing  director  holds  official  fifa  player  agent  &  match  agent  licenses  . ,"tsm  managing  director  holds  official  fifa  player  agent  &  match  agent  licenses  . team solomid  is a professional esports organization based in the united states. it was founded in september 2009 by andy ""reginald"" dinh. the fédération internationale de football association (fifa  is the international governing body of association football, beach soccer, and futsal. it was founded in 1904 to oversee international competition among the national associations of belgium, denmark, france, germany, the netherlands, spain, sweden and switzerland.",O O O O O B-GRP B-GRP I-GRP O B-GRP I-GRP O O,O O O O O B-GRP O O O O O O O,O O O O O B-GRP O O O O O O O
52225,7b149fe2-277a-486f-a0c0-752a4ced7809,piper  aircraft  company  report ,"piper  aircraft  company  report piper aircraft, inc. is a manufacturer of general aviation aircraft, located at the vero beach regional airport in vero beach, florida, united states and owned since 2009 by the government of brunei. throughout much of the mid-to-late 20th century, it was considered to be one of the ""big three"" in the field of general aviation manufacturing, along with beechcraft and cessna.between its founding in 1927 and the end of 2009, the company produced 144,000 aircraft in 160 certified models, of which 90,000 are still flying.",B-CORP I-CORP O O,B-CORP I-CORP I-CORP O,B-CORP I-CORP I-CORP O
136019,a674fc05-88e1-4367-8105-5dec98cc971a,gosford  park  has  the  largest  winning  cast  (  20  credited  actors  )  . ,"gosford  park  has  the  largest  winning  cast  (  20  credited  actors  )  . gosford park is a 2001 satirical black comedy mystery film directed by robert altman and written by julian fellowes. it was influenced by jean renoir's french classic la règle du jeu .the film stars an  ensemble cast, which includes eileen atkins, bob balaban, alan bates, charles dance, stephen fry, michael gambon, richard e. grant, derek jacobi, kelly macdonald, helen mirren, jeremy northam, clive owen, ryan phillippe, maggie smith, kristin scott thomas, and emily watson.",B-PER I-PER O O O O O O O O O O O,B-CW I-CW O O O O O O O O O O O,B-CW I-CW O O O O O O O O O O O
91586,11a42e15-5520-493c-8e64-98d056fd8b68,the  music  video  was  directed  by  steve  barron  . ,"the  music  video  was  directed  by  steve  barron  . steven barron  is an irish-british filmmaker. he is best known for directing the music videos for the songs ""billie jean"" by michael jackson, ""summer of '69"" and ""run to you"" by bryan adams, ""money for nothing"" by dire straits, ""electric avenue"" and ""i don't wanna dance"" by eddy grant, ""let's get rocked"" by def leppard, ""going underground"" by the jam, ""don't you want me"" by the human league, ""baby jane"" by rod stewart, ""pale shelter"" by tears for fears, ""africa"" by toto, and ""take on me"" by a-ha.",O O I-CW O O O B-PER I-PER O,O O O O O O B-PER I-PER O,O O O O O O B-PER I-PER O
126652,188aa309-78eb-4045-9a46-323b8b12d944,"aminta  ,  a  shepherd  ,  rightful  heir  to  sidon ","aminta  ,  a  shepherd  ,  rightful  heir  to  sidon aminta is a play written by torquato tasso in 1573, represented during a garden party at the court of ferrara. both the actors and the public were noble persons living at the court, who could understand subtle allusions the poet made to that style of life, in contrast with the life of shepherds, represented in an idyllic way. sidon  known locally as sayda or saida , is the  third-largest city in lebanon. it is located in the south governorate, of which it is the capital, on the mediterranean coast.",B-PER O O O O O O O B-PER,O O O O O O O O B-LOC,O O O O O O O O B-LOC
6074,4c6c9d16-9757-466b-9bd2-fadd9f00bb4c,piper  aircraft  company  portal ,"piper  aircraft  company  portal piper aircraft, inc. is a manufacturer of general aviation aircraft, located at the vero beach regional airport in vero beach, florida, united states and owned since 2009 by the government of brunei. throughout much of the mid-to-late 20th century, it was considered to be one of the ""big three"" in the field of general aviation manufacturing, along with beechcraft and cessna.between its founding in 1927 and the end of 2009, the company produced 144,000 aircraft in 160 certified models, of which 90,000 are still flying.",B-CORP I-CORP O O,B-CORP I-CORP I-CORP O,B-CORP I-CORP I-CORP O
